run_accession,sample_name,sample_acc,experiment,library_name,sra_study,center_name,platform,assay_type,librarysource,organism,releasedate,bases,size_in_bytes,size_in_GB,disease_sam,disease_stage_sam_s_dpl172,tissue_sam,run_file_create_date
SRR8616013,A704_KIDNEY,SRS4395955,SRX5415037,RNASeq-A704_KIDNEY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15758213516,7900896288,7.9,carcinoma (renal_cell_carcinoma),primary,kidney,2019-02-24T00:40:00.000Z
SRR8615338,UACC812_BREAST,SRS4395453,SRX5414415,RNASeq-UACC812_BREAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16717514748,8093108678,8.09,carcinoma (ductal_carcinoma),primary,breast,2019-02-23T22:49:00.000Z
SRR8618308,YD15_SALIVARY_GLAND,SRS4397848,SRX5417208,RNASeq-YD15_SALIVARY_GLAND,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,9297528906,4372185733,4.37,carcinoma (mucoepidermoid_carcinoma),primary,salivary_gland,2019-02-25T10:02:00.000Z
SRR8615768,BFTC905_URINARY_TRACT,SRS4395631,SRX5414632,RNASeq-BFTC905_URINARY_TRACT,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17732536064,10022329712,10.02,"carcinoma (transitional_cell_carcinoma, papillary_transitional_cell_carcinoma)",primary,urinary_tract,2019-02-23T23:56:00.000Z
SRR8616207,HMEL_BREAST,SRS4396089,SRX5415195,RNASeq-HMEL_BREAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16796953672,9009731017,9.01,other (immortalized_epithelial),NA,breast,2019-02-24T01:06:00.000Z
SRR8616072,KPNYN_AUTONOMIC_GANGLIA,SRS4395912,SRX5414978,RNASeq-KPNYN_AUTONOMIC_GANGLIA,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,13736116554,6467080364,6.47,neuroblastoma,metastasis,autonomic_ganglia,2019-02-24T00:23:00.000Z
SRR8615504,SW48_LARGE_INTESTINE,SRS4395319,SRX5414249,RNASeq-SW48_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,10017528298,4685215808,4.69,carcinoma (adenocarcinoma),primary,large_intestine,2019-02-23T23:07:00.000Z
SRR8615436,PANC0327_PANCREAS,SRS4395374,SRX5414317,RNASeq-PANC0327_PANCREAS,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16149362882,8113516068,8.11,carcinoma (ductal_carcinoma),primary,pancreas,2019-02-23T23:01:00.000Z
SRR8616128,TE9_OESOPHAGUS,SRS4395861,SRX5414922,RNASeq-TE9_OESOPHAGUS,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18755762216,9471870654,9.47,carcinoma (squamous_cell_carcinoma),primary,oesophagus,2019-02-24T01:03:00.000Z
SRR8616050,SKLU1_LUNG,SRS4395927,SRX5415000,RNASeq-SKLU1_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,27146606482,15316866447,15.32,carcinoma (adenocarcinoma),primary,lung,2019-02-24T01:25:00.000Z
SRR8615313,SNU324_PANCREAS,SRS4395481,SRX5414440,RNASeq-SNU324_PANCREAS,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,24185515954,13026281161,13.03,carcinoma,primary,pancreas,2019-02-23T23:03:00.000Z
SRR8616212,HPAC_PANCREAS,SRS4396084,SRX5415190,RNASeq-HPAC_PANCREAS,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16478032234,8746438887,8.75,carcinoma (ductal_carcinoma),primary,pancreas,2019-02-24T01:06:00.000Z
SRR8616116,BICR6_UPPER_AERODIGESTIVE_TRACT,SRS4395874,SRX5414934,RNASeq-BICR6_UPPER_AERODIGESTIVE_TRACT,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,21072270946,11601915332,11.6,carcinoma (squamous_cell_carcinoma),primary,upper_aerodigestive_tract,2019-02-24T01:00:00.000Z
SRR8616134,HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395855,SRX5414916,RNASeq-HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18951467896,9309635487,9.31,lymphoid_neoplasm (adult_T_cell_lymphoma-leukaemia),primary,haematopoietic_and_lymphoid_tissue,2019-02-24T01:02:00.000Z
SRR8616194,CACO2_LARGE_INTESTINE,SRS4396097,SRX5415208,RNASeq-CACO2_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16727160450,8923019492,8.92,NA,NA,large_intestine,2019-02-24T01:07:00.000Z
SRR8615308,SNU245_BILIARY_TRACT,SRS4395476,SRX5414445,RNASeq-SNU245_BILIARY_TRACT,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19983963424,10753671373,10.75,carcinoma,primary,biliary_tract,2019-02-23T22:57:00.000Z
SRR8618302,WM983B_SKIN,SRS4397854,SRX5417214,RNASeq-WM983B_SKIN,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,13775598464,6645802365,6.65,malignant_melanoma,primary,skin,2019-02-25T10:09:00.000Z
SRR8615464,TE1_OESOPHAGUS,SRS4395352,SRX5414289,RNASeq-TE1_OESOPHAGUS,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,21512938794,10731939442,10.73,carcinoma (squamous_cell_carcinoma),primary,oesophagus,2019-02-23T23:35:00.000Z
SRR8615248,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,SRS4395530,SRX5414505,RNASeq-CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19137906624,10697126514,10.7,glioma (astrocytoma),primary,central_nervous_system,2019-02-23T22:58:00.000Z
SRR8615553,JHUEM2_ENDOMETRIUM,SRS4395803,SRX5414847,RNASeq-JHUEM2_ENDOMETRIUM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14127254608,6697343163,6.7,carcinoma (adenocarcinoma),primary,endometrium,2019-02-23T23:17:00.000Z
SRR8616000,HCC2279_LUNG,SRS4395130,SRX5415050,RNASeq-HCC2279_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15371648742,7522553412,7.52,carcinoma (adenocarcinoma),primary,lung,2019-02-24T00:33:00.000Z
SRR8616069,MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395160,SRX5414981,RNASeq-MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14185006610,7147629597,7.15,"haematopoietic_neoplasm (acute_myeloid_leukaemia, M5a)",primary,haematopoietic_and_lymphoid_tissue,2019-02-24T00:18:00.000Z
SRR8615905,NCIH1355_LUNG,SRS4396042,SRX5415145,RNASeq-NCIH1355_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,22435790742,11857468690,11.86,carcinoma (adenocarcinoma),metastasis,lung,2019-02-24T00:32:00.000Z
SRR8616115,LCLC103H_LUNG,SRS4395266,SRX5414935,RNASeq-LCLC103H_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,12905034014,6131899346,6.13,carcinoma (large_cell_carcinoma),metastasis,lung,2019-02-24T00:24:00.000Z
SRR8615806,NCIH3255_LUNG,SRS4395607,SRX5414594,RNASeq-NCIH3255_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,25027325906,13208338284,13.21,carcinoma (adenocarcinoma),primary,lung,2019-02-24T00:25:00.000Z
SRR8618304,ZR7530_BREAST,SRS4397852,SRX5417212,RNASeq-ZR7530_BREAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16492482506,8291017371,8.29,carcinoma (ductal_carcinoma),metastasis,breast,2019-02-25T10:11:00.000Z
SRR8616002,DMS114_LUNG,SRS4395964,SRX5415048,RNASeq-DMS114_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16130649804,8004058569,8.0,carcinoma (small_cell_carcinoma),primary,lung,2019-02-24T00:39:00.000Z
SRR8616049,SKMEL24_SKIN,SRS4395928,SRX5415001,RNASeq-SKMEL24_SKIN,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,21609774160,11579815310,11.58,malignant_melanoma,metastasis,skin,2019-02-24T00:53:00.000Z
SRR8615323,HS822T_FIBROBLAST,SRS4395108,SRX5414430,RNASeq-HS822T_FIBROBLAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18184076966,8906771822,8.91,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,primary,bone,2019-02-23T23:03:00.000Z
SRR8615845,IGR1_SKIN,SRS4395577,SRX5414555,RNASeq-IGR1_SKIN,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15543376214,7644779226,7.64,malignant_melanoma,metastasis,skin,2019-02-24T00:12:00.000Z
SRR8615698,MORCPR_LUNG,SRS4395180,SRX5414702,RNASeq-MORCPR_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15757422080,7916229548,7.92,carcinoma (adenocarcinoma),primary,lung,2019-02-23T23:54:00.000Z
SRR8616104,SALE_LUNG,SRS4395882,SRX5414946,RNASeq-SALE_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14773220914,7913729143,7.91,other (immortalized_epithelial),NA,lung,2019-02-24T00:40:00.000Z
SRR8615513,OC314_OVARY,SRS4395310,SRX5414240,RNASeq-OC314_OVARY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17455006244,8774739090,8.77,carcinoma (serous_carcinoma),metastasis,ovary,2019-02-23T23:29:00.000Z
SRR8615987,NCIH1650_LUNG,SRS4395975,SRX5415063,RNASeq-NCIH1650_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20037691586,9904949832,9.9,carcinoma (bronchioloalveolar_adenocarcinoma),metastasis,lung,2019-02-24T00:49:00.000Z
SRR8615367,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395429,SRX5414386,RNASeq-KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14931186934,7013473223,7.01,lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia),primary,haematopoietic_and_lymphoid_tissue,2019-02-23T22:54:00.000Z
SRR8615254,NCIH2052_PLEURA,SRS4395525,SRX5414499,RNASeq-NCIH2052_PLEURA,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19073141788,9201205653,9.2,mesothelioma,metastasis,pleura,2019-02-23T22:53:00.000Z
SRR8615421,HS343T_FIBROBLAST,SRS4395385,SRX5414332,RNASeq-HS343T_FIBROBLAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17038632936,8362650752,8.36,carcinoma,primary,breast,2019-02-23T22:50:00.000Z
SRR8615387,LI7_LIVER,SRS4395410,SRX5414366,RNASeq-LI7_LIVER,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14480478474,6839915678,6.84,carcinoma (hepatocellular_carcinoma),primary,liver,2019-02-23T22:48:00.000Z
SRR8615884,HS870T_FIBROBLAST,SRS4396064,SRX5415166,RNASeq-HS870T_FIBROBLAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15724783728,7710332607,7.71,osteosarcoma,primary,bone,2019-02-24T00:14:00.000Z
SRR8615445,NIHOVCAR3_OVARY,SRS4395366,SRX5414308,RNASeq-NIHOVCAR3_OVARY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16011844514,8301614042,8.3,carcinoma,metastasis,ovary,2019-02-23T22:47:00.000Z
SRR8615628,HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395754,SRX5414772,RNASeq-HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18371746480,9019009512,9.02,"haematopoietic_neoplasm (acute_myeloid_leukaemia, M6)",primary,haematopoietic_and_lymphoid_tissue,2019-02-23T23:42:00.000Z
SRR8615610,NCIH1819_LUNG,SRS4395766,SRX5414790,RNASeq-NCIH1819_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16835004210,8976154303,8.98,NA,NA,lung,2019-02-23T23:26:00.000Z
SRR8615976,NCIH838_LUNG,SRS4395982,SRX5415074,RNASeq-NCIH838_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,24402778064,12950938053,12.95,carcinoma (non_small_cell_carcinoma),metastasis,lung,2019-02-24T00:57:00.000Z
SRR8616182,HCC1588_LUNG,SRS4395135,SRX5414868,RNASeq-HCC1588_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20472993304,11502719881,11.5,carcinoma (squamous_cell_carcinoma),primary,lung,2019-02-24T01:06:00.000Z
SRR8615623,HEC265_ENDOMETRIUM,SRS4395758,SRX5414777,RNASeq-HEC265_ENDOMETRIUM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18693644590,9167194467,9.17,carcinoma (adenocarcinoma),primary,endometrium,2019-02-23T23:34:00.000Z
SRR8615466,SNUC5_LARGE_INTESTINE,SRS4395196,SRX5414287,RNASeq-SNUC5_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,10925615006,5255817272,5.26,carcinoma (adenocarcinoma),primary,large_intestine,2019-02-23T23:08:00.000Z
SRR8615636,DV90_LUNG,SRS4395113,SRX5414764,RNASeq-DV90_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,21004769818,11829539920,11.83,carcinoma (adenocarcinoma),metastasis,lung,2019-02-23T23:47:00.000Z
SRR8615659,SNU5_STOMACH,SRS4395228,SRX5414741,RNASeq-SNU5_STOMACH,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,22373259420,12032210780,12.03,carcinoma (undifferentiated_adenocarcinoma),metastasis,stomach,2019-02-23T23:41:00.000Z
SRR8616014,A427_LUNG,SRS4395954,SRX5415036,RNASeq-A427_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,25389746024,13565263711,13.57,NA,NA,lung,2019-02-24T01:13:00.000Z
SRR8615866,SLR25_KIDNEY,SRS4395559,SRX5414534,RNASeq-SLR25_KIDNEY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17504525938,9340240191,9.34,carcinoma (renal_cell_carcinoma),primary,kidney,2019-02-24T00:32:00.000Z
SRR8616157,NCIH660_PROSTATE,SRS4395840,SRX5414893,RNASeq-NCIH660_PROSTATE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18296828922,9786920494,9.79,carcinoma (small_cell_carcinoma),metastasis,prostate,2019-02-24T01:01:00.000Z
SRR8615938,SNU1197_LARGE_INTESTINE,SRS4395227,SRX5415112,RNASeq-SNU1197_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,21100947674,11376714424,11.38,carcinoma,primary,large_intestine,2019-02-24T00:39:00.000Z
SRR8616126,HMCB_SKIN,SRS4395863,SRX5414924,RNASeq-HMCB_SKIN,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18093286450,8863956129,8.86,malignant_melanoma,primary,skin,2019-02-24T01:00:00.000Z
SRR8615253,NCIH2066_LUNG,SRS4395526,SRX5414500,RNASeq-NCIH2066_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17711333336,8498583989,8.5,carcinoma (small_cell_carcinoma),primary,lung,2019-02-23T22:49:00.000Z
SRR8615341,NCIH1048_LUNG,SRS4395450,SRX5414412,RNASeq-NCIH1048_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17925385262,8902894814,8.9,carcinoma (small_cell_carcinoma),metastasis,lung,2019-02-23T22:51:00.000Z
SRR8616183,HCC1599_BREAST,SRS4395817,SRX5414867,RNASeq-HCC1599_BREAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20437398682,11519423301,11.52,carcinoma (ductal_carcinoma),primary,breast,2019-02-24T01:11:00.000Z
SRR8615299,PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,SRS4395485,SRX5414454,RNASeq-PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17957920190,9638967745,9.64,carcinoma (squamous_cell_carcinoma),primary,upper_aerodigestive_tract,2019-02-23T23:01:00.000Z
SRR8615532,CAMA1_BREAST,SRS4395293,SRX5414221,RNASeq-CAMA1_BREAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,24996646146,14042823961,14.04,carcinoma,metastasis,breast,2019-02-23T23:42:00.000Z
SRR8615304,PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395479,SRX5414449,RNASeq-PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20896584072,11222831907,11.22,lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia),primary,haematopoietic_and_lymphoid_tissue,2019-02-23T23:06:00.000Z
SRR8615694,MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395698,SRX5414706,RNASeq-MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,23189061266,12231679261,12.23,lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia),NA,haematopoietic_and_lymphoid_tissue,2019-02-24T00:14:00.000Z
SRR8616150,PANC0203_PANCREAS,SRS4395846,SRX5414900,RNASeq-PANC0203_PANCREAS,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,23656533302,12517036171,12.52,carcinoma,primary,pancreas,2019-02-24T01:13:00.000Z
SRR8615676,SIHA_CERVIX,SRS4395715,SRX5414724,RNASeq-SIHA_CERVIX,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19217495634,10257032643,10.26,NA,NA,cervix,2019-02-23T23:49:00.000Z
SRR8615407,ABC1_LUNG,SRS4395397,SRX5414346,RNASeq-ABC1_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15890492004,7918945022,7.92,carcinoma (non_small_cell_carcinoma),primary,lung,2019-02-23T22:44:00.000Z
SRR8615449,NUGC2_STOMACH,SRS4395166,SRX5414304,RNASeq-NUGC2_STOMACH,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20683419936,10896037326,10.9,carcinoma (adenocarcinoma),primary,stomach,2019-02-23T23:10:00.000Z
SRR8615634,EBC1_LUNG,SRS4395749,SRX5414766,RNASeq-EBC1_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,22618103014,12691451160,12.69,carcinoma (squamous_cell_carcinoma),primary,lung,2019-02-23T23:45:00.000Z
SRR8616033,HT55_LARGE_INTESTINE,SRS4395101,SRX5415017,RNASeq-HT55_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16094737436,8619194253,8.62,carcinoma (adenocarcinoma),primary,large_intestine,2019-02-24T00:42:00.000Z
SRR8615787,COLO783_SKIN,SRS4395186,SRX5414613,RNASeq-COLO783_SKIN,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17699300802,9386841261,9.39,malignant_melanoma,metastasis,skin,2019-02-24T00:13:00.000Z
SRR8615259,NCIH2004RT_SOFT_TISSUE,SRS4395522,SRX5414494,RNASeq-NCIH2004RT_SOFT_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17272909506,9244899473,9.24,NA,NA,soft_tissue,2019-02-23T23:01:00.000Z
SRR8616081,KURAMOCHI_OVARY,SRS4395903,SRX5414969,RNASeq-KURAMOCHI_OVARY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15166632882,8070717694,8.07,carcinoma (undifferentiated_carcinoma),metastasis,ovary,2019-02-24T00:46:00.000Z
SRR8616202,C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4396091,SRX5415200,RNASeq-C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,10470607986,4849371632,4.85,NA,NA,haematopoietic_and_lymphoid_tissue,2019-02-24T00:21:00.000Z
SRR8615270,CAL120_BREAST,SRS4395512,SRX5414483,RNASeq-CAL120_BREAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16226625054,8614683525,8.61,carcinoma,metastasis,breast,2019-02-23T22:59:00.000Z
SRR8615992,SNU685_ENDOMETRIUM,SRS4395971,SRX5415058,RNASeq-SNU685_ENDOMETRIUM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19437342334,10472372066,10.47,carcinoma (carcinosarcoma-malignant_mesodermal_mixed_tumour),primary,endometrium,2019-02-24T00:38:00.000Z
SRR8615797,RERFLCSQ1_LUNG,SRS4395164,SRX5414603,RNASeq-RERFLCSQ1_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20869139544,11207116304,11.21,carcinoma (squamous_cell_carcinoma),primary,lung,2019-02-24T00:16:00.000Z
