,CellLine,Run,GCS_RNA_SRA_dirpaths,Tissue,Experiment,Sample,SRAStudy,ReleaseDate,LibraryName,LibrarySource,Sex,CenterName,size_MB,download_path
878,JL1,SRR8615555,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615555/,PLEURA,SRX5414845,SRS4395220,SRP186687,2019-03-27 12:24:36,RNASeq-JL1_PLEURA,TRANSCRIPTOMIC,male,BROAD INSTITUTE,6322,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615555.sralite.1
879,LN215,SRR8615837,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615837/,CENTRAL_NERVOUS_SYSTEM,SRX5414563,SRS4395583,SRP186687,2019-03-27 12:24:32,RNASeq-LN215_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,,BROAD INSTITUTE,8807,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615837.sralite.1
880,HS698T,SRR8615779,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615779/,FIBROBLAST,SRX5414621,SRS4395104,SRP186687,2019-03-27 12:24:32,RNASeq-HS698T_FIBROBLAST,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7090,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615779.sralite.1
881,MCF7,SRR8615758,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615758/,BREAST,SRX5414642,SRS4395640,SRP186687,2019-03-27 12:24:33,RNASeq-MCF7_BREAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8501,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615758.sralite.1
882,HCC2279,SRR8616000,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616000/,LUNG,SRX5415050,SRS4395130,SRP186687,2019-03-27 12:24:39,RNASeq-HCC2279_LUNG,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7174,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616000.sralite.1
883,KYSE180,SRR8616037,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616037/,OESOPHAGUS,SRX5415013,SRS4395939,SRP186687,2019-03-27 12:24:38,RNASeq-KYSE180_OESOPHAGUS,TRANSCRIPTOMIC,male,BROAD INSTITUTE,9544,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616037.sralite.1
884,HUH6,SRR8615662,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615662/,LIVER,SRX5414738,SRS4395727,SRP186687,2019-03-27 12:24:34,RNASeq-HUH6_LIVER,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7859,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615662.sralite.1
885,PEER,SRR8615304,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615304/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414449,SRS4395479,SRP186687,2019-03-27 12:24:30,RNASeq-PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,10702,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615304.sralite.1
886,HCC2429,SRR8615995,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615995/,LUNG,SRX5415055,SRS4395968,SRP186687,2019-03-27 12:24:39,RNASeq-HCC2429_LUNG,TRANSCRIPTOMIC,,BROAD INSTITUTE,33968,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615995.sralite.1
887,CAL120,SRR8615270,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615270/,BREAST,SRX5414483,SRS4395512,SRP186687,2019-03-27 12:24:30,RNASeq-CAL120_BREAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8215,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615270.sralite.1
888,NCIH1437,SRR8615944,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615944/,LUNG,SRX5415106,SRS4396009,SRP186687,2019-03-27 12:24:40,RNASeq-NCIH1437_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7261,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615944.sralite.1
889,RCHACV,SRR8615965,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615965/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5415085,SRS4395993,SRP186687,2019-03-27 12:24:39,RNASeq-RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,12879,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615965.sralite.1
890,KYSE70,SRR8615482,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615482/,OESOPHAGUS,SRX5414271,SRS4395337,SRP186687,2019-03-27 12:24:27,RNASeq-KYSE70_OESOPHAGUS,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7136,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615482.sralite.1
891,COV362,SRR8615949,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615949/,OVARY,SRX5415101,SRS4396006,SRP186687,2019-03-27 12:24:39,RNASeq-COV362_OVARY,TRANSCRIPTOMIC,female,BROAD INSTITUTE,10453,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615949.sralite.1
892,SNU1105,SRR8615566,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615566/,CENTRAL_NERVOUS_SYSTEM,SRX5414834,SRS4395794,SRP186687,2019-03-27 12:24:36,RNASeq-SNU1105_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7477,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615566.sralite.1
893,DMS114,SRR8616002,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616002/,LUNG,SRX5415048,SRS4395964,SRP186687,2019-03-27 12:24:39,RNASeq-DMS114_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7633,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/616/SRR8616002/SRR8616002.lite.1
894,SALE,SRR8616104,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616104/,LUNG,SRX5414946,SRS4395882,SRP186687,2019-03-27 12:24:37,RNASeq-SALE_LUNG,TRANSCRIPTOMIC,,BROAD INSTITUTE,7547,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/616/SRR8616104.sralite.1
895,SNU1196,SRR8615565,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615565/,BILIARY_TRACT,SRX5414835,SRS4395795,SRP186687,2019-03-27 12:24:36,RNASeq-SNU1196_BILIARY_TRACT,TRANSCRIPTOMIC,,BROAD INSTITUTE,10750,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615565.sralite.1
896,MPP89,SRR8615699,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615699/,PLEURA,SRX5414701,SRS4395181,SRP186687,2019-03-27 12:24:34,RNASeq-MPP89_PLEURA,TRANSCRIPTOMIC,male,BROAD INSTITUTE,11847,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615699.sralite.1
897,NUDUL1,SRR8615441,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615441/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414312,SRS4395370,SRP186687,2019-03-27 12:24:28,RNASeq-NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8917,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615441.sralite.1
898,HS172T,SRR8616203,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616203/,FIBROBLAST,SRX5415199,SRS4396090,SRP186687,2019-03-27 12:24:41,RNASeq-HS172T_FIBROBLAST,TRANSCRIPTOMIC,male,BROAD INSTITUTE,5647,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/616/SRR8616203.sralite.1
899,HS751T,SRR8615319,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615319/,FIBROBLAST,SRX5414434,SRS4395468,SRP186687,2019-03-27 12:24:30,RNASeq-HS751T_FIBROBLAST,TRANSCRIPTOMIC,,BROAD INSTITUTE,7809,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615319.sralite.1
900,HMC18,SRR8616127,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616127/,BREAST,SRX5414923,SRS4395862,SRP186687,2019-03-27 12:24:37,RNASeq-HMC18_BREAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8725,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/616/SRR8616127.sralite.1
901,TC71,SRR8615832,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615832/,BONE,SRX5414568,SRS4395254,SRP186687,2019-03-27 12:24:32,RNASeq-TC71_BONE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8162,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615832.sralite.1
902,MOLM13,SRR8616069,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616069/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414981,SRS4395160,SRP186687,2019-03-27 12:24:38,RNASeq-MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,6816,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616069.sralite.1
903,NCIH810,SRR8615982,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615982/,LUNG,SRX5415068,SRS4395278,SRP186687,2019-03-27 12:24:39,RNASeq-NCIH810_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,9348,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615982.sralite.1
904,NUGC4,SRR8615244,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615244/,STOMACH,SRX5414509,SRS4395534,SRP186687,2019-03-27 12:24:31,RNASeq-NUGC4_STOMACH,TRANSCRIPTOMIC,female,BROAD INSTITUTE,6811,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615244.sralite.1
905,HEC50B,SRR8615588,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615588/,ENDOMETRIUM,SRX5414812,SRS4395776,SRP186687,2019-03-27 12:24:35,RNASeq-HEC50B_ENDOMETRIUM,TRANSCRIPTOMIC,female,BROAD INSTITUTE,9227,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615588.sralite.1
906,VMRCRCZ,SRR8618315,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8618315/,KIDNEY,SRX5417201,SRS4397841,SRP186687,2019-03-27 12:24:41,RNASeq-VMRCRCZ_KIDNEY,TRANSCRIPTOMIC,,BROAD INSTITUTE,7354,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/618/SRR8618315.sralite.1
907,DEL,SRR8616006,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616006/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5415044,SRS4395960,SRP186687,2019-03-27 12:24:38,RNASeq-DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,10547,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616006.sralite.1
908,WM1799,SRR8618316,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8618316/,SKIN,SRX5417200,SRS4397840,SRP186687,2019-03-27 12:24:41,RNASeq-WM1799_SKIN,TRANSCRIPTOMIC,,BROAD INSTITUTE,10232,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/618/SRR8618316.sralite.1
909,HS895T,SRR8615886,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615886/,FIBROBLAST,SRX5415164,SRS4396061,SRP186687,2019-03-27 12:24:40,RNASeq-HS895T_FIBROBLAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7971,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615886.sralite.1
910,PATU8902,SRR8615691,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615691/,PANCREAS,SRX5414709,SRS4395701,SRP186687,2019-03-27 12:24:34,RNASeq-PATU8902_PANCREAS,TRANSCRIPTOMIC,female,BROAD INSTITUTE,9381,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615691.sralite.1
911,HT1197,SRR8616045,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616045/,URINARY_TRACT,SRX5415005,SRS4395932,SRP186687,2019-03-27 12:24:38,RNASeq-HT1197_URINARY_TRACT,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8756,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/616/SRR8616045.sralite.1
912,MHHCALL3,SRR8615523,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615523/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414230,SRS4395301,SRP186687,2019-03-27 12:24:27,RNASeq-MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,10203,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615523.sralite.1
913,SF295,SRR8615745,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615745/,CENTRAL_NERVOUS_SYSTEM,SRX5414655,SRS4395652,SRP186687,2019-03-27 12:24:33,RNASeq-SF295_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8789,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615745.sralite.1
914,SKNEP1,SRR8615499,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615499/,BONE,SRX5414254,SRS4395324,SRP186687,2019-03-27 12:24:27,RNASeq-SKNEP1_BONE,TRANSCRIPTOMIC,,BROAD INSTITUTE,5507,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615499.sralite.1
915,NCIH2405,SRR8615535,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615535/,LUNG,SRX5414218,SRS4395121,SRP186687,2019-03-27 12:24:27,RNASeq-NCIH2405_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,9841,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615535.sralite.1
916,SNGM,SRR8615574,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615574/,ENDOMETRIUM,SRX5414826,SRS4395788,SRP186687,2019-03-27 12:24:36,RNASeq-SNGM_ENDOMETRIUM,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7396,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615574.sralite.1
917,YAPC,SRR8618306,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8618306/,PANCREAS,SRX5417210,SRS4397850,SRP186687,2019-03-27 12:24:42,RNASeq-YAPC_PANCREAS,TRANSCRIPTOMIC,male,BROAD INSTITUTE,5891,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/618/SRR8618306.sralite.1
918,SW620,SRR8615459,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615459/,LARGE_INTESTINE,SRX5414294,SRS4395356,SRP186687,2019-03-27 12:24:28,RNASeq-SW620_LARGE_INTESTINE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8452,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615459.sralite.1
919,SKOV3,SRR8615505,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615505/,OVARY,SRX5414248,SRS4395318,SRP186687,2019-03-27 12:24:27,RNASeq-SKOV3_OVARY,TRANSCRIPTOMIC,female,BROAD INSTITUTE,6719,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615505.sralite.1
920,HEC251,SRR8615622,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615622/,ENDOMETRIUM,SRX5414778,SRS4395759,SRP186687,2019-03-27 12:24:35,RNASeq-HEC251_ENDOMETRIUM,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7798,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615622.sralite.1
921,U266B1,SRR8615896,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615896/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5415154,SRS4396051,SRP186687,2019-03-27 12:24:40,RNASeq-U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,5150,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615896.sralite.1
922,HS870T,SRR8615884,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615884/,FIBROBLAST,SRX5415166,SRS4396064,SRP186687,2019-03-27 12:24:40,RNASeq-HS870T_FIBROBLAST,TRANSCRIPTOMIC,,BROAD INSTITUTE,7353,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615884.sralite.1
923,KYM1,SRR8615391,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615391/,SOFT_TISSUE,SRX5414362,SRS4395407,SRP186687,2019-03-27 12:24:29,RNASeq-KYM1_SOFT_TISSUE,TRANSCRIPTOMIC,,BROAD INSTITUTE,7693,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615391.sralite.1
924,SNU387,SRR8615311,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615311/,LIVER,SRX5414442,SRS4395474,SRP186687,2019-03-27 12:24:30,RNASeq-SNU387_LIVER,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7513,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615311.sralite.1
925,HS294T,SRR8615414,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615414/,SKIN,SRX5414339,SRS4395390,SRP186687,2019-03-27 12:24:28,RNASeq-HS294T_SKIN,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7886,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615414.sralite.1
926,CORL279,SRR8615423,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615423/,LUNG,SRX5414330,SRS4395383,SRP186687,2019-03-27 12:24:28,RNASeq-CORL279_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7466,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615423.sralite.1
927,MDAMB175VII,SRR8615766,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615766/,BREAST,SRX5414634,SRS4395633,SRP186687,2019-03-27 12:24:33,RNASeq-MDAMB175VII_BREAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7021,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615766.sralite.1
928,HCC2814,SRR8615997,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615997/,LUNG,SRX5415053,SRS4395967,SRP186687,2019-03-27 12:24:39,RNASeq-HCC2814_LUNG,TRANSCRIPTOMIC,,BROAD INSTITUTE,9664,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615997.sralite.1
929,LOVO,SRR8616185,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616185/,LARGE_INTESTINE,SRX5414865,SRS4395816,SRP186687,2019-03-27 12:24:36,RNASeq-LOVO_LARGE_INTESTINE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,10863,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616185.sralite.1
930,SLR24,SRR8615865,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615865/,KIDNEY,SRX5414535,SRS4395560,SRP186687,2019-03-27 12:24:31,RNASeq-SLR24_KIDNEY,TRANSCRIPTOMIC,,BROAD INSTITUTE,8573,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615865.sralite.1
931,SJSA1,SRR8615678,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615678/,BONE,SRX5414722,SRS4395713,SRP186687,2019-03-27 12:24:34,RNASeq-SJSA1_BONE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7627,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615678.sralite.1
932,TYKNU,SRR8615895,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615895/,OVARY,SRX5415155,SRS4396052,SRP186687,2019-03-27 12:24:40,RNASeq-TYKNU_OVARY,TRANSCRIPTOMIC,female,BROAD INSTITUTE,9081,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615895.sralite.1
933,SNU16,SRR8615934,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615934/,STOMACH,SRX5415116,SRS4396016,SRP186687,2019-03-27 12:24:40,RNASeq-SNU16_STOMACH,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8088,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615934.sralite.1
934,NCIH1573,SRR8616189,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616189/,LUNG,SRX5414861,SRS4395241,SRP186687,2019-03-27 12:24:36,RNASeq-NCIH1573_LUNG,TRANSCRIPTOMIC,female,BROAD INSTITUTE,9662,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/616/SRR8616189.sralite.1
935,SNU1272,SRR8615937,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615937/,KIDNEY,SRX5415113,SRS4396014,SRP186687,2019-03-27 12:24:40,RNASeq-SNU1272_KIDNEY,TRANSCRIPTOMIC,female,BROAD INSTITUTE,11800,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615937.sralite.1
936,ISTMES1,SRR8615488,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615488/,PLEURA,SRX5414265,SRS4395216,SRP186687,2019-03-27 12:24:27,RNASeq-ISTMES1_PLEURA,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7431,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615488.sralite.1
937,NCIH647,SRR8616163,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616163/,LUNG,SRX5414887,SRS4395275,SRP186687,2019-03-27 12:24:36,RNASeq-NCIH647_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,11512,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/616/SRR8616163.sralite.1
938,SW579,SRR8615892,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615892/,THYROID,SRX5415158,SRS4396055,SRP186687,2019-03-27 12:24:41,RNASeq-SW579_THYROID,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8167,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615892.sralite.1
939,COLO201,SRR8616145,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616145/,LARGE_INTESTINE,SRX5414905,SRS4395850,SRP186687,2019-03-27 12:24:37,RNASeq-COLO201_LARGE_INTESTINE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,11122,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616145.sralite.1
940,BT474,SRR8616195,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616195/,BREAST,SRX5415207,SRS4396098,SRP186687,2019-03-27 12:24:41,RNASeq-BT474_BREAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8261,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/616/SRR8616195.sralite.1
941,CJM,SRR8616138,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616138/,SKIN,SRX5414912,SRS4395150,SRP186687,2019-03-27 12:24:37,RNASeq-CJM_SKIN,TRANSCRIPTOMIC,,BROAD INSTITUTE,12733,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616138.sralite.1
942,OCIAML2,SRR8615512,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615512/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414241,SRS4395311,SRP186687,2019-03-27 12:24:27,RNASeq-OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,9435,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615512.sralite.1
943,KE39,SRR8615366,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615366/,STOMACH,SRX5414387,SRS4395262,SRP186687,2019-03-27 12:24:29,RNASeq-KE39_STOMACH,TRANSCRIPTOMIC,male,BROAD INSTITUTE,9144,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615366.sralite.1
